Customer_ID,Three_Year_Spend,Loyalty_Cust,Distance,Male,Age,Seg_Group,Seg_Type,Married,Length_of_Residence,Homeowner,Num_Adults,Num_Children,Est_Income,Occupation,Education,Home_Value,Political_Ideology,Pet_Owner,Truck_Owner,Total_Spend,Num_Trans,Num_Items,Num_Depts,Division_Ag_Spend,Division_Pet_Spend,Division_Auto_Spend,Division_Hardware_Spend,Division_Home_Spend,Division_Seasonal_Spend,Division_Clothing_Spend,Division_SportingGoods_Spend,Division_FoodBev_Spend
185341936,272.85000000000002,1,2.3171030790372136,1,81.0,B,J34,1,18,1,2,,,Professional,Some College,,,,,65.90,1,10,2,.00,.00,.00,.00,.00,44.97,.00,.00,20.93
185128699,2313.6900000000001,0,8.6994423620589156,0,70.0,G,H27,,9,1,1,,,Sales,Graduate Degree,,,,,120.53,2,19,6,29.34,.00,17.99,12.48,.00,.00,34.98,19.98,5.76
185041035,4733.6499999999996,1,4.4459191445399577,0,52.0,G,S68,1,0,0,1,2,,Other,High School,,,,,276.51,2,24,5,148.35,35.96,.00,.00,.00,.00,71.23,20.97,.00
184842043,1537.4300000000001,1,19.109103027583437,1,41.0,A,I30,1,4,1,2,,,Blue Collar,Some College,,,,,194.29,3,13,6,33.77,5.99,19.98,119.00,6.99,.00,.00,.00,8.56
185070499,605.12,0,2.0281074325553208,0,78.0,B,Q64,1,0,1,2,0,,Retired,High School,,,,,22.03,1,8,2,.00,12.58,.00,.00,.00,.00,.00,.00,9.45
185099047,15.98,0,4.3673472251352923,0,51.0,C,D15,,3,1,4,2,,Other,High School,,,,,42.93,1,7,3,.00,.00,.00,6.99,.00,4.49,.00,31.45,.00
184818877,574.95000000000005,0,2.7109998221955025,0,88.0,B,J34,,51,0,3,,,Professional,High School,,,,,41.79,2,6,2,.00,.00,.00,.00,.00,29.77,.00,.00,12.02
184900947,0.0,0,3.5016985449844835,0,45.0,G,G24,0,3,1,1,,,Professional,Bachelors Degree,,,,,154.76,1,14,3,.00,.00,.00,154.76,.00,.00,.00,.00,.00
184923614,549.04999999999995,0,50.33676428736171,0,79.0,D,E20,,17,1,4,0,,Other,Bachelors Degree,,,,,28.98,1,2,2,.00,.00,.00,13.99,.00,14.99,.00,.00,.00
184972652,530.52999999999997,0,29.294633385633148,1,61.0,A,E21,,10,1,4,,,Technical,Some College,,,,,134.19,2,21,6,33.26,.00,60.94,6.99,.00,.00,15.97,.00,17.03
184783910,0.0,0,13.121905480628465,0,,G,H27,1,0,0,1,,,Blue Collar,High School,,,,,20.36,1,4,1,.00,.00,.00,.00,.00,.00,.00,.00,20.36
185353094,584.01999999999998,0,13.484288354755199,1,34.0,A,N47,1,6,1,2,,,Blue Collar,Some College,,,,,544.13,4,40,6,.00,72.00,11.24,39.61,.00,.00,385.27,.00,36.01
185332003,143.81,1,7.9689789992712941,1,,A,L43,1,10,1,1,,,Blue Collar,High School,,,,,7.98,1,2,1,.00,.00,.00,7.98,.00,.00,.00,.00,.00
185200553,3955.4699999999998,0,1.2803727978927089,0,49.0,G,M45,0,2,0,1,,,Sales,High School,,,,,83.28,1,14,8,6.39,6.99,7.98,48.96,2.69,.00,.00,6.49,3.78
185157804,708.75,0,3.8264863632149946,0,,B,J36,,3,1,2,0,,Professional,Bachelors Degree,,,,,32.89,1,1,1,.00,.00,.00,.00,.00,.00,.00,32.89,.00
184841930,1464.77,0,2.7864935358097602,0,47.0,D,I31,,31,1,3,3,,Other,High School,,,,,80.11,1,9,3,34.97,45.14,.00,.00,.00,.00,.00,.00,.00
185256058,927.5,1,1.1988103044499627,0,59.0,B,Q64,,5,1,3,,,Other,High School,,,,,41.68,1,2,2,.00,.00,.00,.00,1.69,39.99,.00,.00,.00
185099228,277.74000000000001,0,2.2206142187827105,0,,E,O51,1,2,1,1,,,Sales,Some College,,,,,10.18,1,2,2,.00,.00,7.99,.00,.00,.00,.00,.00,2.19
185342297,1860.96,1,22.771304448192655,0,,A,I30,1,6,0,1,,,Professional,Less than High School,,,,,304.93,3,48,7,5.19,17.53,47.76,19.96,17.96,.00,.00,186.46,10.07
184923744,1167.78,0,21.576203590898643,1,74.0,B,A02,1,0,1,2,,,Retired,Less than High School,,,,,140.62,1,9,4,.00,22.41,.00,.00,.00,.00,108.22,.00,9.99
184783345,46.43,0,19.235096181363513,1,86.0,A,M44,,27,1,5,1,,Blue Collar,High School,,,,,32.35,1,6,1,32.35,.00,.00,.00,.00,.00,.00,.00,.00
185098899,177.34999999999999,0,22.842050052104494,0,62.0,A,L43,,4,1,1,,,Office Administration,Bachelors Degree,,,,,52.50,2,6,1,.00,.00,.00,.00,52.50,.00,.00,.00,.00
184818931,685.62,0,14.891714911689961,1,78.0,A,J35,1,8,1,4,,,Blue Collar,Some College,,,,,47.92,6,12,4,.00,.00,.00,11.99,.00,.00,19.99,.00,15.94
185157778,13251.889999999999,0,7.5750688628410758,1,,E,O51,0,2,0,1,,,Blue Collar,High School,,,,,4.00,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,4.00
185200653,436.41000000000003,0,1.8106536039187839,1,27.0,G,S68,0,4,1,1,,,Other,High School,,,,,137.33,2,17,5,.00,.00,.00,.00,.00,22.45,15.98,96.92,1.98
185200563,592.32000000000005,0,11.195219355356722,1,28.0,E,O51,0,2,1,1,,,Blue Collar,Some College,,,,,73.32,1,11,4,.00,15.98,.00,.00,29.97,.00,.00,15.98,11.39
185085283,481.92000000000002,0,3.6558058365860391,1,31.0,E,O51,1,2,1,2,,,Blue Collar,Bachelors Degree,,,,,212.41,1,9,4,.00,.69,.00,.00,32.28,.00,179.44,.00,.00
185255996,925.70000000000005,0,3.5045902364403245,0,36.0,C,F23,1,5,1,2,1,,Other,Bachelors Degree,,,,,30.45,1,10,2,.00,.00,30.45,.00,.00,.00,.00,.00,.00
184933425,656.94000000000005,0,23.17853459203479,1,28.0,A,N47,0,0,1,1,0,,Blue Collar,Some College,,,,,98.89,2,7,5,.00,.00,.00,70.91,.00,7.99,19.99,.00,.00
185322228,1027.24,1,0.78334036914806782,0,75.0,G,Q65,,3,0,1,,,Retired,High School,,,,,34.26,2,12,3,.00,.00,.00,.00,.00,4.98,11.04,.00,18.24
185191447,118.03,0,21.137553618983393,0,62.0,D,E20,,1,1,6,1,,Other,Some College,,,,,18.95,1,5,2,.00,14.96,.00,.00,3.99,.00,.00,.00,.00
185342258,0.0,0,20.524703421210312,0,85.0,A,I30,1,40,1,7,1,,Other,Bachelors Degree,,,,,15.29,1,1,1,.00,.00,15.29,.00,.00,.00,.00,.00,.00
185331791,1151.02,1,2.0060755912896067,0,20.0,B,J36,1,6,1,3,0,,Office Administration,Less than High School,,,,,28.97,1,4,3,.00,.00,.00,.00,.00,11.98,16.00,.00,.99
184868281,574.70000000000005,1,4.695031018954932,0,,G,H27,1,0,1,1,0,,Professional,Graduate Degree,,,,,65.15,2,16,2,29.95,.00,.00,.00,.00,.00,.00,.00,35.20
91882619,0.0,1,240.02487619546193,0,,B,J36,1,0,1,1,,,Other,Some College,,,,,21.28,2,2,2,.00,.00,.00,.00,11.69,.00,9.59,.00,.00
184783602,9834.4899999999998,1,57.443429882220862,0,56.0,D,I31,,11,1,3,1,,Office Administration,High School,,,,,216.81,4,8,5,.00,.00,.00,.00,25.98,5.99,184.84,.00,.00
184972670,130.40000000000001,0,1.9413460444652348,0,,E,F22,,1,0,2,,,Professional,Bachelors Degree,,,,,8.17,1,3,2,.00,.00,.00,.00,.99,7.18,.00,.00,.00
185341943,129.61000000000001,0,3.2801779007954117,0,38.0,C,B09,1,3,1,2,2,,Other,Bachelors Degree,,,,,37.54,1,6,2,13.97,.00,.00,.00,23.57,.00,.00,.00,.00
184985862,339.52999999999997,1,2.6698412973315162,0,60.0,G,S68,0,14,1,1,,,Blue Collar,High School,,,,,39.26,2,9,3,15.99,.00,.00,.00,4.99,.00,.00,.00,18.28
184985732,0.0,0,5.4757813831452831,0,54.0,B,J36,1,29,1,2,,,Office Administration,Bachelors Degree,,,,,41.75,1,3,2,.00,14.99,.00,.00,.00,.00,26.76,.00,.00
184798627,0.0,0,14.561637030064443,0,63.0,A,E21,,23,0,5,,,Other,Some College,,,,,53.64,1,8,4,.00,.00,.00,38.56,2.11,.00,.00,12.97,.00
184868375,896.26999999999998,0,9.1311643751606759,0,65.0,A,E21,,25,1,3,,,Other,Some College,,,,,107.78,2,7,3,.00,.00,.00,.00,5.63,.00,.00,95.08,7.07
185040617,222.87,0,5.8026505539511275,1,,G,L41,1,2,1,1,,,Sales,Some College,,,,,31.95,2,5,3,19.99,.00,.00,4.99,.00,.00,.00,.00,6.97
184818842,0.0,0,15.840166129236993,0,48.0,A,M44,1,2,1,2,1,,Other,High School,,,,,18.98,1,2,1,18.98,.00,.00,.00,.00,.00,.00,.00,.00
184933406,2320.9299999999998,0,11.959046259260701,0,51.0,G,K40,0,0,0,1,,,Office Administration,Some College,,,,,273.02,1,17,5,.00,40.96,9.98,.00,.00,31.47,190.61,.00,.00
184985764,1498.3299999999999,0,7.0505251538007796,1,71.0,A,J35,1,11,1,2,,,Retired,Less than High School,,,,,63.97,1,3,1,.00,.00,63.97,.00,.00,.00,.00,.00,.00
185191711,1659.1800000000001,1,10.082922850470455,0,24.0,E,F22,1,1,1,2,,,Other,Graduate Degree,,,,,59.18,1,14,4,.00,18.89,.00,8.98,25.94,.00,.00,.00,5.37
185322178,1597.1199999999999,1,3.2010850424255985,1,57.0,D,E20,,17,1,4,,,Other,High School,,,,,67.28,1,2,1,.00,.00,67.28,.00,.00,.00,.00,.00,.00
185200417,0.0,0,2.2667522928081358,0,54.0,G,H28,1,9,1,1,,,Other,Bachelors Degree,,,,,149.85,1,4,2,.00,119.97,.00,.00,.00,.00,29.88,.00,.00
184575650,9372.9300000000003,1,5.4112054785841979,0,59.0,A,E21,1,3,1,2,,,Other,Some College,,,,,440.38,25,98,14,.00,53.50,116.97,56.95,29.68,12.59,79.17,.00,91.52
185099371,196.59999999999999,0,1.8243966487690451,0,28.0,G,M45,0,3,1,1,1,,Farmer,Some College,,,,,92.44,1,6,2,.00,.00,.00,.00,.00,.00,85.96,.00,6.48
184841867,151.18000000000001,0,1.7386238569884347,0,37.0,G,M45,0,1,1,1,0,,Office Administration,Some College,,,,,15.00,1,1,1,.00,.00,.00,.00,.00,.00,15.00,.00,.00
185191580,0.0,1,15.651405402684233,0,20.0,G,O52,0,10,0,2,,,Blue Collar,Some College,,,,,69.99,1,1,1,.00,.00,.00,.00,.00,.00,69.99,.00,.00
185266684,41.75,0,5.7991398616804721,1,80.0,B,Q64,1,3,1,2,0,,Blue Collar,High School,,,,,39.97,1,3,3,.00,.00,6.99,23.99,.00,.00,.00,.00,8.99
185070407,1186.22,0,28.916472493607749,0,44.0,A,M44,,10,0,2,1,,Other,High School,,,,,282.43,2,7,5,.00,.00,4.99,.00,8.69,229.99,26.99,.00,11.77
